0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,0,0,-0.01
0,3,10,-0.01
10,2,11,-0.01
11,2,12,-1.0
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,2,1,-0.01
1,0,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,1,0,-0.01
0,2,1,-0.01
1,3,11,-0.01
11,2,12,-1.0
0,2,1,-0.01
1,2,2,-1.0
0,3,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
10,0,10,-0.01
